backcross_non_II,current_rob_non_II,anc_rob_non_II,non_II_t0,non_II_t1,backcross_II,other_back_II,self_back_II,current_freq,current_rob_II,anc_rob_II,II_t0,II_t1,N,r,stp,Ne,Sim
1.0,0.853,0.879,6,39,1.0,0.13,0.97,0.52,0.842,0.929,549,707,100,Free,0,47.95,479
1.0,0.935,0.954,26,55,1.0,0.5,1.0,0.57,0.88,0.938,319,373,100,Free,0,60.298,480
1.0,0.933,0.938,1,26,0.99,0.5,1.0,0.74,0.876,0.89,438,719,100,Free,0,54.921,481
1.0,0.933,0.892,15,46,0.87,0.04,1.0,0.51,0.915,0.896,571,700,100,Free,0,28.207,482
1.0,0.937,0.926,7,33,1.0,0.46,1.0,0.76,0.99,0.935,95,819,100,Free,0,50.909,483
0.91,0.84,0.852,28,82,0.97,0.45,1.0,0.57,0.838,0.839,117,170,100,Free,0,32.61,484
1.0,0.89,0.884,5,74,1.0,0.48,1.0,0.67,0.919,0.889,93,545,100,Free,0,61.897,485
1.0,0.859,0.938,14,30,1.0,0.42,1.0,1.0,0.921,0.978,838,1146,100,Free,0,124.073,486
1.0,0.858,0.863,14,34,1.0,0.5,1.0,1.0,0.85,0.877,93,196,100,Free,0,26.936,487
1.0,0.932,0.91,68,119,0.85,0.26,1.0,0.51,0.822,0.853,898,986,100,Free,0,34.85,488
0.97,0.916,0.926,7,52,1.0,0.43,1.0,0.82,0.948,0.902,44,137,100,Free,0,131.167,489
1.0,0.809,0.834,8,24,1.0,0.44,1.0,1.0,0.881,0.811,820,1167,100,Free,0,87.826,490
1.0,0.905,0.949,16,52,1.0,0.33,1.0,0.5,0.957,0.944,282,505,100,Free,0,29.209,491
1.0,0.882,0.814,25,70,1.0,0.48,1.0,0.59,0.867,0.933,383,584,100,Free,0,35.106,492
0.97,0.796,0.67,16,36,1.0,0.46,1.0,1.0,0.935,0.819,185,256,100,Free,0,44.383,493
0.95,0.891,0.867,12,38,1.0,0.46,1.0,1.0,0.957,0.937,660,1016,100,Free,0,50.968,494
1.0,0.935,0.917,50,62,0.98,0.0,0.99,0.53,0.868,0.922,365,422,100,Free,0,32.818,495
0.98,0.898,0.845,9,53,1.0,0.01,1.0,0.51,0.92,0.918,548,617,100,Free,0,99.235,496
0.97,0.841,0.849,36,49,0.95,0.49,1.0,1.0,0.742,0.842,394,933,100,Free,0,66.519,497
1.0,0.875,0.892,15,56,0.8,0.47,0.94,0.55,0.912,0.898,184,249,100,Free,0,30.471,498
1.0,0.911,0.914,47,66,1.0,0.49,1.0,0.96,0.879,0.859,618,920,100,Free,0,32.743,499
0.96,0.839,0.886,4,35,0.92,0.47,0.99,0.51,0.813,0.819,92,285,100,Free,0,26.958,500
1.0,0.932,0.899,9,30,0.98,0.11,1.0,0.51,0.934,0.93,134,238,100,Free,0,31.936,501
1.0,0.916,0.935,36,91,0.77,0.45,0.92,0.52,0.89,0.933,282,343,100,Free,0,103.531,502
0.99,0.721,0.734,18,38,0.92,0.49,1.0,0.97,0.862,0.82,742,1315,100,Free,0,125.687,503
0.97,0.81,0.812,31,61,0.84,0.45,1.0,1.0,0.837,0.82,26,652,100,Free,0,36.082,504
0.89,0.894,0.948,43,94,0.99,0.49,1.0,0.81,0.953,0.922,198,289,100,Free,0,42.7,505
1.0,0.952,0.908,9,31,1.0,0.49,1.0,0.56,0.925,0.873,405,467,100,Free,0,134.078,506
1.0,0.912,0.896,48,75,1.0,0.46,1.0,1.0,0.94,0.927,467,690,100,Free,0,24.721,507
0.92,0.94,0.949,16,71,1.0,0.27,1.0,0.53,0.965,0.991,176,211,100,Free,0,53.822,508
1.0,0.922,0.925,12,36,1.0,0.5,1.0,1.0,0.874,0.953,221,486,100,Free,0,55.57,509
0.95,0.905,0.92,38,57,0.99,0.08,0.98,0.56,0.87,0.94,98,168,100,Free,0,34.038,510
0.99,0.797,0.841,13,44,0.98,0.46,1.0,1.0,0.82,0.873,631,1006,100,Free,0,80.119,511
1.0,0.923,0.922,17,42,0.92,0.41,1.0,0.5,0.972,0.924,1032,1215,100,Free,0,46.948,512
0.95,0.902,0.871,8,56,0.95,0.46,1.0,0.9,0.817,0.871,8,226,100,Free,0,47.227,513
1.0,0.843,0.882,40,65,0.83,0.46,0.96,0.52,0.816,0.823,390,543,100,Free,0,69.431,514
0.99,0.889,0.915,21,39,1.0,0.43,1.0,1.0,0.905,0.919,180,392,100,Free,0,42.905,515
1.0,0.827,0.868,33,62,0.87,0.41,1.0,0.56,0.84,0.818,53,115,100,Free,0,46.957,516
0.98,0.939,0.887,4,35,0.97,0.46,1.0,1.0,0.847,0.891,232,1407,100,Free,0,102.759,517
1.0,0.955,0.93,35,53,0.99,0.43,1.0,0.51,0.846,0.872,851,1066,100,Free,0,103.944,518
0.93,0.82,0.869,16,39,0.72,0.46,1.0,0.95,0.836,0.89,104,165,100,Free,0,44.253,519
1.0,0.888,0.89,59,78,0.97,0.46,1.0,1.0,0.943,0.912,139,1195,100,Free,0,111.404,520
0.97,0.912,0.929,12,37,0.98,0.44,1.0,1.0,0.93,0.897,40,678,100,Free,0,37.764,521
1.0,0.951,0.873,40,104,1.0,0.45,1.0,1.0,0.906,0.943,821,1463,100,Free,0,104.862,522
0.93,0.859,0.921,40,61,0.93,0.45,1.0,1.0,0.908,0.921,40,154,100,Free,0,259.459,523
1.0,0.955,0.936,5,40,0.92,0.46,1.0,0.55,0.928,0.875,353,438,100,Free,0,58.031,524
0.97,0.893,0.884,25,53,0.95,0.5,1.0,0.62,0.907,0.946,251,300,100,Free,0,26.939,525
0.99,0.873,0.88,11,43,0.96,0.11,1.0,0.52,0.823,0.901,674,812,100,Free,0,74.16,526
1.0,0.905,0.897,2,19,0.99,0.48,1.0,0.94,0.888,0.911,20,473,100,Free,0,55.444,527
1.0,0.817,0.886,26,50,1.0,0.47,1.0,0.5,0.806,0.818,235,269,100,Free,0,44.348,528
1.0,0.894,0.926,4,38,0.97,0.44,1.0,0.73,0.946,0.912,638,1071,100,Free,0,113.422,529
1.0,0.857,0.827,2,23,1.0,0.0,0.98,0.5,0.896,0.932,442,587,100,Free,0,51.235,530
1.0,0.859,0.879,6,37,1.0,0.48,1.0,0.52,0.954,0.92,750,1040,100,Free,0,63.39,531
0.98,0.879,0.953,4,65,0.87,0.39,0.97,0.55,0.788,0.739,764,963,100,Free,0,51.988,532
1.0,0.886,0.888,14,28,1.0,0.48,1.0,1.0,0.894,0.907,67,449,100,Free,0,51.099,533
1.0,0.959,0.943,11,27,1.0,0.47,1.0,1.0,0.952,0.925,545,876,100,Free,0,62.002,534
0.98,0.79,0.814,41,116,0.97,0.49,1.0,0.98,0.865,0.897,599,1029,100,Free,0,62.861,535
1.0,0.934,0.887,22,58,1.0,0.47,1.0,0.89,0.961,0.972,227,468,100,Free,0,48.029,536
1.0,0.855,0.796,18,68,0.97,0.49,1.0,0.71,0.819,0.87,105,212,100,Free,0,76.516,537
1.0,0.962,0.97,40,54,0.89,0.5,1.0,1.0,0.927,0.97,143,527,100,Free,0,212.484,538
1.0,0.893,0.9,5,51,1.0,0.5,1.0,1.0,0.9,0.893,50,720,100,Free,0,132.357,539
1.0,0.942,0.859,6,39,0.98,0.2,0.98,0.54,0.878,0.926,301,354,100,Free,0,21.418,540
1.0,0.924,0.94,38,57,1.0,0.4,1.0,1.0,0.901,0.886,885,1154,100,Free,0,74.622,541
1.0,0.916,0.894,10,34,0.99,0.49,1.0,0.53,0.886,0.908,351,437,100,Free,0,41.276,542
0.99,0.802,0.811,10,32,1.0,0.46,1.0,0.71,0.774,0.816,417,572,100,Free,0,50.602,543
1.0,0.922,0.913,10,49,1.0,0.49,1.0,0.97,0.939,0.955,87,863,100,Free,0,90.386,544
0.99,0.863,0.871,23,64,1.0,0.46,1.0,1.0,0.908,0.932,169,372,100,Free,0,35.056,545
1.0,0.918,0.904,34,74,1.0,0.49,1.0,0.55,0.911,0.889,22,163,100,Free,0,92.99,546
1.0,0.917,0.865,48,85,1.0,0.49,1.0,0.53,0.815,0.842,225,380,100,Free,0,292.322,547
1.0,0.933,0.963,6,44,0.98,0.46,1.0,0.55,0.906,0.939,268,324,100,Free,0,83.905,548
1.0,0.959,0.956,42,61,1.0,0.36,1.0,0.51,0.967,0.959,839,955,100,Free,0,205.657,549
1.0,0.911,0.933,4,44,1.0,0.48,1.0,0.51,0.865,0.917,68,128,100,Free,0,52.158,550
1.0,0.948,0.932,32,51,1.0,0.47,1.0,0.6,0.938,0.879,429,574,100,Free,0,43.687,551
1.0,0.794,0.814,7,62,1.0,0.22,0.99,0.53,0.897,0.979,985,1192,100,Free,0,50.431,552
0.98,0.846,0.939,2,46,0.99,0.1,1.0,0.63,0.901,0.865,404,458,100,Free,0,88.022,553
1.0,0.905,0.847,8,29,0.97,0.42,1.0,1.0,0.882,0.877,86,267,100,Free,0,62.576,554
1.0,0.93,0.926,8,40,1.0,0.49,1.0,1.0,0.923,0.966,255,469,100,Free,0,54.544,555
1.0,0.919,0.92,11,23,0.99,0.5,1.0,0.93,0.937,0.872,555,770,100,Free,0,31.849,556
0.87,0.799,0.827,41,59,0.89,0.37,1.0,0.5,0.891,0.836,302,403,100,Free,0,42.043,557
1.0,0.866,0.87,9,37,0.94,0.41,1.0,0.5,0.923,0.947,418,464,100,Free,0,52.374,558
1.0,0.955,0.926,19,64,0.98,0.42,1.0,0.97,0.882,0.917,879,1157,100,Free,0,50.848,559
1.0,0.855,0.864,28,51,0.99,0.47,1.0,1.0,0.825,0.883,130,772,100,Free,0,42.736,560
1.0,0.941,0.929,22,64,0.91,0.09,0.98,0.52,0.922,0.928,287,342,100,Free,0,55.143,561
0.92,0.812,0.763,12,69,0.98,0.5,1.0,1.0,0.845,0.791,99,273,100,Free,0,19.045,562
1.0,0.874,0.931,24,64,1.0,0.4,1.0,1.0,0.933,0.968,202,380,100,Free,0,57.802,563
1.0,0.931,0.96,1,85,0.99,0.49,0.99,0.62,0.928,0.959,696,806,100,Free,0,67.995,564
1.0,0.827,0.834,24,33,1.0,0.5,1.0,0.69,0.896,0.839,1319,1491,100,Free,0,70.961,565
1.0,0.905,0.889,28,51,1.0,0.43,1.0,1.0,0.881,0.889,28,842,100,Free,0,103.955,566
1.0,0.936,0.966,27,37,0.99,0.45,1.0,0.73,0.885,0.926,300,336,100,Free,0,51.271,567
1.0,0.761,0.732,1,26,0.98,0.35,1.0,0.5,0.779,0.775,106,130,100,Free,0,38.243,568
0.99,0.909,0.928,6,42,1.0,0.49,0.94,0.59,0.848,0.928,245,280,100,Free,0,36.792,569
0.95,0.939,0.877,4,36,0.96,0.48,1.0,1.0,0.911,0.872,895,1179,100,Free,0,66.433,570
0.85,0.945,0.939,27,61,0.97,0.45,1.0,0.74,0.906,0.904,880,1063,100,Free,0,29.037,571
0.91,0.801,0.839,23,37,0.99,0.42,1.0,1.0,0.903,0.893,303,689,100,Free,0,32.733,572
0.98,0.771,0.769,24,58,1.0,0.0,1.0,0.5,0.889,0.881,250,319,100,Free,0,26.919,573
1.0,0.932,0.958,59,78,1.0,0.49,1.0,1.0,0.94,0.889,412,1222,100,Free,0,96.369,574
1.0,0.885,0.913,8,41,1.0,0.42,1.0,0.75,0.915,0.916,502,933,100,Free,0,39.88,575
0.97,0.843,0.871,30,42,0.98,0.46,0.99,0.52,0.886,0.928,419,603,100,Free,0,30.846,576
1.0,0.919,0.867,7,29,0.85,0.16,0.96,0.51,0.904,0.92,737,792,100,Free,0,36.206,577
0.98,0.941,0.926,9,30,0.97,0.5,1.0,0.69,0.954,0.919,383,496,100,Free,0,49.213,578
1.0,0.793,0.803,35,59,0.98,0.06,0.99,0.59,0.791,0.827,681,821,100,Free,0,35.917,579
1.0,0.926,0.916,22,38,1.0,0.5,1.0,1.0,0.888,0.874,398,866,100,Free,0,59.505,580
1.0,0.855,0.902,34,63,1.0,0.41,1.0,1.0,0.91,0.898,592,1542,100,Free,0,32.173,581
1.0,0.836,0.877,23,41,1.0,0.02,1.0,0.53,0.923,0.907,795,907,100,Free,0,28.374,582
0.99,0.938,0.922,8,33,1.0,0.47,1.0,1.0,0.921,0.93,971,1343,100,Free,0,56.549,583
0.99,0.891,0.879,5,31,0.91,0.49,1.0,1.0,0.882,0.889,110,711,100,Free,0,47.112,584
0.9,0.932,0.917,8,59,0.96,0.03,0.96,0.54,0.886,0.963,116,140,100,Free,0,97.692,585
1.0,0.908,0.892,5,44,1.0,0.5,1.0,1.0,0.941,0.878,67,469,100,Free,0,35.71,586
0.93,0.903,0.889,1,20,0.97,0.49,0.97,0.62,0.863,0.863,231,348,100,Free,0,145.853,587
1.0,0.918,0.913,24,48,0.97,0.5,1.0,0.83,0.947,0.851,207,414,100,Free,0,38.174,588
1.0,0.89,0.908,23,39,0.97,0.25,1.0,0.52,0.887,0.928,82,140,100,Free,0,66.71,589
0.99,0.921,0.922,9,44,1.0,0.43,1.0,0.56,0.919,0.961,679,893,100,Free,0,231.905,590
1.0,0.788,0.811,22,77,1.0,0.13,1.0,0.51,0.803,0.878,458,511,100,Free,0,76.823,591
0.94,0.739,0.882,55,84,1.0,0.45,1.0,0.83,0.901,0.868,474,659,100,Free,0,30.861,592
1.0,0.966,0.93,7,46,0.99,0.49,0.98,0.75,0.901,0.962,179,276,100,Free,0,24.611,593
0.86,0.864,0.841,16,111,1.0,0.49,1.0,1.0,0.853,0.831,447,713,100,Free,0,84.696,594
1.0,0.933,0.882,17,52,0.99,0.44,1.0,0.98,0.931,0.892,129,456,100,Free,0,331.696,595
1.0,0.963,0.936,16,60,1.0,0.12,1.0,0.51,0.902,0.929,384,430,100,Free,0,40.208,596
1.0,0.861,0.848,5,22,1.0,0.02,0.97,0.61,0.881,0.915,581,782,100,Free,0,97.395,597
1.0,0.771,0.739,9,24,1.0,0.48,1.0,0.89,0.822,0.848,975,1250,100,Free,0,38.108,598
0.96,0.866,0.861,17,53,1.0,0.49,1.0,0.76,0.902,0.891,571,691,100,Free,0,77.68,599
0.41,0.606,0.488,3,26,0.41,0.49,0.86,0.85,0.692,0.488,3,63,100,0.0,0,76.186,600
0.93,0.804,0.843,35,82,0.84,0.48,0.99,0.73,0.785,0.823,8,97,100,0.0,0,52.481,601
1.0,0.74,0.649,22,45,0.56,0.37,0.65,0.53,0.75,0.649,22,52,100,0.0,0,69.314,602
1.0,0.666,0.617,2,30,0.79,0.45,0.81,0.64,0.656,0.655,152,194,100,0.0,0,44.489,603
1.0,0.757,0.755,6,74,0.84,0.21,0.78,0.52,0.659,0.735,68,102,100,0.0,0,124.555,604
1.0,0.718,0.596,2,23,0.95,0.49,1.0,1.0,0.683,0.568,98,249,100,0.0,0,39.312,605
0.99,0.584,0.638,11,43,0.62,0.48,0.67,0.53,0.621,0.624,34,135,100,0.0,0,66.931,606
0.98,0.481,0.53,6,36,0.77,0.49,1.0,0.96,0.465,0.525,17,85,100,0.0,0,74.62,607
1.0,0.707,0.719,5,33,0.92,0.43,0.95,0.54,0.759,0.691,29,65,100,0.0,0,59.231,608
1.0,0.626,0.749,8,89,0.8,0.49,0.89,0.68,0.601,0.759,43,91,100,0.0,0,132.238,609
0.96,0.617,0.517,1,56,0.76,0.35,0.76,0.56,0.668,0.575,39,96,100,0.0,0,171.473,610
0.98,0.635,0.513,28,81,0.88,0.31,0.95,0.51,0.487,0.635,80,118,100,0.0,0,37.46,611
0.99,0.511,0.504,12,41,0.58,0.38,0.62,0.52,0.511,0.514,11,41,100,0.0,0,54.68,612
0.78,0.495,0.562,12,58,0.78,0.5,0.7,0.7,0.504,0.562,12,70,100,0.0,0,91.602,613
1.0,0.448,0.427,11,117,0.25,0.0,0.63,0.56,0.448,0.46,66,117,100,0.0,0,128.312,614
1.0,0.777,0.764,50,92,0.91,0.21,0.84,0.52,0.71,0.778,92,129,100,0.0,0,98.903,615
1.0,0.806,0.797,13,41,0.97,0.43,0.95,0.53,0.827,0.81,116,151,100,0.0,0,61.085,616
1.0,0.599,0.671,32,86,1.0,0.5,1.0,0.81,0.619,0.614,72,135,100,0.0,0,108.717,617
1.0,0.847,0.905,15,58,1.0,0.42,1.0,1.0,0.916,0.885,73,176,100,0.0,0,128.516,618
1.0,0.663,0.664,28,67,0.47,0.4,0.97,0.52,0.711,0.682,100,290,100,0.0,0,77.412,619
1.0,0.667,0.55,2,42,0.64,0.35,0.86,0.52,0.646,0.58,7,38,100,0.0,0,59.992,620
0.95,0.752,0.702,59,90,0.86,0.12,0.83,0.55,0.745,0.867,112,141,100,0.0,0,54.998,621
0.9,0.645,0.733,67,98,0.9,0.46,1.0,0.74,0.509,0.733,67,168,100,0.0,0,45.5,622
0.83,0.682,0.629,13,60,0.3,0.04,0.72,0.54,0.617,0.55,136,203,100,0.0,0,57.223,623
0.93,0.533,0.625,11,107,0.93,0.48,0.84,0.53,0.555,0.625,11,104,100,0.0,0,121.925,624
1.0,0.652,0.599,69,97,0.84,0.48,1.0,0.96,0.832,0.813,236,337,100,0.0,0,48.898,625
0.94,0.6,0.684,8,39,0.72,0.48,0.75,0.75,0.437,0.535,100,187,100,0.0,0,40.21,626
0.98,0.842,0.864,31,71,0.98,0.47,1.0,0.86,0.762,0.864,31,218,100,0.0,0,125.224,627
1.0,0.625,0.612,5,26,0.76,0.39,0.79,0.55,0.562,0.641,15,79,100,0.0,0,71.473,628
1.0,0.672,0.735,67,96,0.58,0.5,0.78,0.57,0.664,0.724,69,101,100,0.0,0,56.172,629
0.9,0.672,0.743,8,58,0.29,0.18,0.91,0.53,0.598,0.664,88,175,100,0.0,0,48.342,630
1.0,0.773,0.812,40,122,0.84,0.21,0.95,0.53,0.768,0.808,75,155,100,0.0,0,39.774,631
0.61,0.576,0.505,9,64,0.99,0.34,0.99,0.51,0.616,0.69,97,138,100,0.0,0,79.918,632
0.92,0.509,0.514,20,52,0.95,0.46,1.0,0.61,0.469,0.507,57,364,100,0.0,0,69.189,633
0.72,0.587,0.676,11,37,0.99,0.47,0.87,0.83,0.746,0.673,18,146,100,0.0,0,59.996,634
1.0,0.666,0.513,3,40,0.43,0.3,0.98,0.56,0.701,0.552,18,62,100,0.0,0,57.705,635
0.93,0.794,0.758,9,33,0.9,0.48,0.85,0.64,0.773,0.795,43,134,100,0.0,0,39.35,636
0.86,0.726,0.637,1,37,1.0,0.5,1.0,1.0,0.724,0.714,9,161,100,0.0,0,48.068,637
1.0,0.675,0.63,63,86,0.54,0.1,0.66,0.51,0.478,0.65,86,139,100,0.0,0,96.948,638
0.94,0.644,0.69,3,31,0.53,0.46,0.74,0.5,0.753,0.75,78,125,100,0.0,0,40.078,639
0.44,0.599,0.55,32,80,0.44,0.41,0.64,0.5,0.578,0.55,32,76,100,0.0,0,51.63,640
0.95,0.724,0.779,46,75,0.6,0.27,0.81,0.53,0.711,0.742,72,105,100,0.0,0,81.967,641
0.86,0.745,0.685,16,69,0.44,0.43,0.89,0.5,0.707,0.769,376,451,100,0.0,0,84.419,642
0.79,0.75,0.762,43,73,0.2,0.19,0.99,0.56,0.77,0.754,200,246,100,0.0,0,54.735,643
1.0,0.842,0.805,33,68,0.99,0.41,1.0,0.87,0.753,0.78,83,138,100,0.0,0,59.689,644
1.0,0.652,0.688,8,36,0.69,0.46,0.82,0.52,0.631,0.718,56,92,100,0.0,0,57.251,645
0.65,0.527,0.626,6,46,0.98,0.5,0.92,0.64,0.483,0.612,358,440,100,0.0,0,41.025,646
0.9,0.562,0.643,25,62,0.93,0.48,1.0,1.0,0.57,0.684,5,182,100,0.0,0,87.293,647
0.93,0.682,0.686,5,51,0.44,0.5,0.7,0.65,0.742,0.692,28,78,100,0.0,0,153.167,648
1.0,0.842,0.837,11,45,0.83,0.5,0.88,0.58,0.675,0.819,35,106,100,0.0,0,99.545,649
1.0,0.709,0.69,26,64,1.0,0.48,1.0,0.75,0.734,0.716,209,326,100,0.0,0,60.494,650
0.97,0.741,0.679,11,65,0.85,0.42,0.68,0.52,0.633,0.726,82,122,100,0.0,0,46.579,651
0.94,0.659,0.566,17,50,0.54,0.3,0.94,0.56,0.62,0.562,2,29,100,0.0,0,43.707,652
0.99,0.684,0.681,16,70,0.93,0.23,0.98,0.5,0.625,0.671,61,163,100,0.0,0,62.315,653
1.0,0.87,0.793,40,68,1.0,0.5,1.0,0.75,0.813,0.895,92,204,100,0.0,0,92.778,654
0.68,0.486,0.515,13,42,0.68,0.5,0.75,0.63,0.452,0.515,13,62,100,0.0,0,108.062,655
0.99,0.898,0.888,34,55,0.72,0.48,1.0,1.0,0.641,0.837,89,280,100,0.0,0,50.036,656
0.91,0.631,0.691,51,102,1.0,0.5,1.0,0.59,0.712,0.714,77,122,100,0.0,0,52.626,657
1.0,0.602,0.534,35,51,0.77,0.2,0.76,0.51,0.527,0.62,59,96,100,0.0,0,39.744,658
1.0,0.637,0.65,8,41,0.87,0.37,0.92,0.54,0.659,0.657,58,71,100,0.0,0,139.415,659
0.78,0.625,0.546,17,39,0.52,0.07,0.68,0.5,0.481,0.587,92,156,100,0.0,0,113.171,660
0.94,0.851,0.823,22,53,0.97,0.46,1.0,0.61,0.703,0.84,57,131,100,0.0,0,39.326,661
1.0,0.498,0.593,79,150,0.99,0.45,0.82,0.71,0.586,0.544,122,273,100,0.0,0,38.849,662
0.96,0.634,0.74,35,62,0.45,0.0,0.88,0.51,0.512,0.666,59,98,100,0.0,0,154.557,663
0.91,0.567,0.581,30,75,0.04,0.09,0.55,0.51,0.628,0.568,5,114,100,0.0,0,74.098,664
1.0,0.616,0.673,6,67,0.95,0.48,1.0,0.89,0.566,0.677,12,202,100,0.0,0,80.372,665
0.3,0.611,0.659,23,43,0.3,0.47,0.58,0.5,0.612,0.659,23,44,100,0.0,0,80.634,666
1.0,0.854,0.834,38,68,0.95,0.46,1.0,1.0,0.718,0.874,55,203,100,0.0,0,35.11,667
0.96,0.571,0.608,7,40,0.96,0.04,0.99,0.51,0.626,0.587,18,73,100,0.0,0,113.09,668
0.99,0.647,0.761,27,50,0.7,0.38,0.8,0.53,0.668,0.788,10,34,100,0.0,0,45.31,669
1.0,0.578,0.557,2,41,0.86,0.07,0.99,0.56,0.574,0.65,65,118,100,0.0,0,138.476,670
1.0,0.608,0.664,56,88,0.9,0.49,1.0,0.5,0.68,0.654,67,161,100,0.0,0,136.09,671
0.96,0.632,0.703,7,65,0.87,0.31,0.92,0.55,0.679,0.698,108,126,100,0.0,0,37.768,672
0.78,0.674,0.8,13,64,0.84,0.45,0.91,0.5,0.717,0.782,21,109,100,0.0,0,28.28,673
0.69,0.563,0.517,5,25,0.19,0.14,0.55,0.51,0.489,0.537,32,61,100,0.0,0,62.954,674
0.67,0.746,0.617,7,39,0.67,0.45,1.0,0.56,0.692,0.617,7,46,100,0.0,0,178.953,675
0.8,0.648,0.587,10,89,0.8,0.23,1.0,0.51,0.63,0.587,10,68,100,0.0,0,94.178,676
1.0,0.6,0.57,27,66,0.1,0.0,0.71,0.51,0.663,0.611,163,204,100,0.0,0,88.009,677
1.0,0.667,0.622,7,100,0.57,0.0,0.89,0.51,0.685,0.629,64,128,100,0.0,0,153.285,678
0.93,0.593,0.578,9,49,0.69,0.5,1.0,0.73,0.625,0.665,129,193,100,0.0,0,189.926,679
1.0,0.711,0.558,2,45,0.71,0.1,0.7,0.54,0.694,0.744,52,82,100,0.0,0,81.368,680
0.92,0.452,0.418,8,75,0.67,0.4,0.64,0.5,0.466,0.428,36,86,100,0.0,0,125.526,681
0.89,0.802,0.753,8,34,0.87,0.47,0.86,0.77,0.769,0.779,28,142,100,0.0,0,41.138,682
0.92,0.715,0.747,12,59,0.92,0.07,1.0,0.5,0.741,0.751,5,52,100,0.0,0,98.593,683
0.9,0.569,0.612,23,53,0.5,0.29,0.78,0.51,0.606,0.571,53,83,100,0.0,0,83.274,684
1.0,0.652,0.539,39,76,0.86,0.37,0.87,0.53,0.506,0.645,74,96,100,0.0,0,38.702,685
0.48,0.764,0.656,4,47,0.91,0.46,0.89,0.65,0.727,0.691,25,91,100,0.0,0,49.874,686
1.0,0.764,0.757,10,31,0.54,0.43,0.79,0.78,0.771,0.772,32,94,100,0.0,0,37.0,687
0.95,0.683,0.673,25,62,0.99,0.48,0.94,0.55,0.65,0.669,27,151,100,0.0,0,30.336,688
0.96,0.862,0.893,32,54,0.99,0.49,1.0,0.53,0.802,0.86,187,283,100,0.0,0,42.394,689
0.95,0.692,0.77,21,69,0.69,0.32,0.89,0.53,0.604,0.699,58,178,100,0.0,0,36.491,690
1.0,0.714,0.621,39,60,0.67,0.01,0.95,0.58,0.565,0.709,171,253,100,0.0,0,59.354,691
0.59,0.621,0.553,37,56,0.32,0.01,0.61,0.53,0.621,0.584,1,56,100,0.0,0,54.236,692
0.98,0.717,0.696,28,49,0.34,0.11,0.74,0.53,0.717,0.717,29,50,100,0.0,0,34.207,693
1.0,0.632,0.573,61,99,0.98,0.31,1.0,0.54,0.644,0.569,64,132,100,0.0,0,54.982,694
1.0,0.807,0.762,23,97,0.73,0.31,0.86,0.55,0.728,0.815,101,162,100,0.0,0,35.887,695
1.0,0.602,0.625,4,33,0.88,0.42,0.92,0.53,0.71,0.66,78,150,100,0.0,0,96.949,696
0.91,0.69,0.734,2,47,0.65,0.38,0.93,0.54,0.685,0.684,5,32,100,0.0,0,41.337,697
0.99,0.698,0.727,37,59,0.99,0.5,1.0,0.95,0.696,0.727,37,203,100,0.0,0,69.562,698
0.89,0.627,0.668,1,40,0.62,0.16,0.85,0.57,0.756,0.797,143,186,100,0.0,0,73.123,699
0.8,0.669,0.624,11,44,1.0,0.45,1.0,0.8,0.657,0.644,30,149,100,0.0,0,42.804,700
1.0,0.632,0.787,4,50,0.27,0.0,0.55,0.53,0.656,0.596,46,91,100,0.0,0,50.472,701
1.0,0.716,0.628,13,50,1.0,0.44,1.0,0.76,0.747,0.63,9,81,100,0.0,0,68.264,702
0.97,0.745,0.709,7,43,0.55,0.33,0.5,0.5,0.749,0.707,3,68,100,0.0,0,47.403,703
0.85,0.611,0.754,41,92,0.31,0.27,0.66,0.51,0.682,0.776,34,58,100,0.0,0,63.54,704
0.97,0.803,0.765,6,27,0.86,0.49,0.76,0.55,0.623,0.698,125,165,100,0.0,0,182.647,705
0.73,0.668,0.596,5,54,0.14,0.43,0.98,0.53,0.687,0.561,22,119,100,0.0,0,101.733,706
0.95,0.579,0.603,11,40,0.9,0.49,1.0,1.0,0.642,0.546,93,308,100,0.0,0,105.951,707
0.97,0.751,0.687,12,49,0.95,0.47,0.95,0.57,0.768,0.777,233,331,100,0.0,0,66.099,708
1.0,0.501,0.436,43,91,0.1,0.06,0.54,0.5,0.45,0.455,79,111,100,0.0,0,63.587,709
0.56,0.466,0.693,1,32,0.6,0.49,1.0,0.5,0.541,0.47,37,84,100,0.0,0,108.311,710
0.86,0.704,0.724,7,34,0.86,0.47,1.0,1.0,0.711,0.724,7,168,100,0.0,0,70.882,711
1.0,0.702,0.683,18,44,0.91,0.3,0.77,0.53,0.773,0.665,46,87,100,0.0,0,67.643,712
1.0,0.846,0.808,26,51,1.0,0.39,0.97,0.53,0.751,0.853,9,251,100,0.0,0,42.466,713
0.57,0.564,0.646,5,76,0.94,0.35,0.96,0.53,0.453,0.643,6,137,100,0.0,0,77.13,714
0.73,0.741,0.725,13,53,0.15,0.15,0.7,0.59,0.582,0.731,12,108,100,0.0,0,57.092,715
0.93,0.73,0.559,32,109,1.0,0.25,0.98,0.53,0.736,0.616,79,110,100,0.0,0,57.639,716
0.99,0.655,0.548,5,21,0.4,0.39,0.7,0.52,0.613,0.594,10,44,100,0.0,0,243.599,717
0.61,0.776,0.717,16,43,0.96,0.49,0.99,0.63,0.759,0.784,161,257,100,0.0,0,60.033,718
0.92,0.518,0.626,9,49,0.84,0.34,0.63,0.52,0.531,0.647,24,93,100,0.0,0,64.773,719
